Day,RFD,BPD,TRD_hi,TRD_lo,WRD
1,0,29.86,77.8,52.3,6
2,0,29.76,77,62.5,6
3,0,29.84,67.6,46,3
4,0,30.08,57.1,37,1
5,0,30.3,61.3,36.6,1
6,0,30.15,70,40.6,6
7,0,30.19,63.7,48,4
8,0,30.32,60.9,39,2
9,0,30.19,68.7,39,4
10,0,29.94,80.8,50.6,4
11,0,29.8,83.3,57.7,6
12,0,30.23,65.9,41.7,7
13,0,30.43,57.2,32.7,1
14,0,30.25,61.4,34.8,5
15,0,29.89,69.4,45.8,10
16,0,29.74,74,56.7,6
17,0,29.76,75.4,51.7,3
18,0,29.75,70.8,56.1,6
19,0,30.1,58.6,42.3,4
20,0,30.24,61.5,37.6,3
21,0.02,30.04,57.5,43.8,4
22,0,30.05,53.7,35.6,4
23,0,30.28,53.2,30.9,3
24,1.26,30.02,46.6,33.4,6
25,0.01,30.17,41.6,34.4,4
26,0,30.39,53.7,30.7,2
27,0,30.27,62,33.9,5
28,0,30.04,66.6,45.2,7
29,0,30.12,59.7,28.4,6
30,0,30.36,28.4,24.8,6
31,0,30.43,26.5,24.3,4
32,0.03,30.43,30.6,25.8,2
33,0.14,30.4,33.2,30.1,1
34,0.31,30.58,53.3,29.6,1
35,0,30.35,59.7,33.9,5
36,0,30.17,70.4,40.6,4
37,0,29.97,73.1,53.2,9
38,0.61,30.04,62.7,47,5
39,1.32,30.03,48.5,38.4,5
40,0,30.13,63.7,33.8,2
41,0,30.4,48.2,35.9,6
42,0,30.37,54.9,33.9,3
43,0,30.16,67.2,34.8,3
44,0,29.98,66.8,43.9,5
45,0.85,29.67,70.4,51.2,9
46,0,29.76,77.8,47.5,6
47,0,30.15,62.3,34.3,8
48,0,30.53,50.9,29.7,3
49,0,30.4,53.5,33.9,5
50,0,30.14,71,46.2,6
51,0,29.89,79.1,59.1,5
52,0,29.68,88.3,61.6,7
53,0.73,29.6,80.6,58.1,8
54,0,30.08,66.7,42.9,6
55,0,30.32,48.6,40,4
56,0.02,30.31,48.2,38.2,2
57,0.07,29.92,76.7,46.8,6
58,0.04,29.8,75.9,52.9,6
59,0,29.8,84.3,52.4,4
60,0.02,29.76,71.9,58.5,3
61,0.9,29.55,82,53.3,6
62,0.51,29.71,65.1,45.1,5
63,0,29.95,76.6,45.4,4
64,0,30,79,54.2,7
65,0,29.97,82,58.1,5
66,0,30,72.8,58.8,2
67,0.13,30.12,62.9,51,4
68,0.2,30.09,68.5,53.2,3
69,0,30.12,66.4,45.3,4
70,0,29.71,85.8,57.6,7
71,0,29.92,67.7,49.9,7
72,0,30.26,60.8,44.2,5
73,0,30.31,64,40.7,4
74,0,30.16,69.6,45.5,7
75,0.16,29.84,69.3,43.2,10
76,0,30.21,55.5,38.3,7
77,0,30.39,54.9,37.4,3
78,0,30.52,54.9,32,3
79,0,30.27,56.2,39.3,7
80,0.08,30.03,66.1,49,8
81,0.01,29.97,82.1,65.6,9
82,0,29.89,84.3,67.6,8
83,0.25,29.71,74.2,61.3,5
84,0,29.83,77.6,50.8,4
85,0,29.89,80,47.9,3
86,0,30.07,73.2,44.9,4
87,0,30.3,65.6,47.6,4
88,0,30.21,65.7,47.9,3
89,0.02,29.97,71.4,58.6,7
90,0.04,29.83,87.3,66.8,9
91,0,30.11,77,56,4
92,0.4,29.9,81.2,55.9,5
93,0.01,29.66,93.1,61.4,6
94,0,29.58,81.2,70.8,9
95,0.01,29.94,76.3,51.2,6
96,0,30.27,58.1,48.7,6
97,0,30.28,61.5,50.3,4
98,0,30.18,75.6,54.4,3
99,0,30.2,72.4,52.3,2
100,0,30.26,75.2,55,3
101,0,30.24,78.6,51,2
102,0,30.1,80,52.8,3
103,0,29.8,82,57.9,5
104,0,29.73,80.8,59.9,7
105,0,29.86,82,58.7,6
106,0,30.25,72.7,46.4,3
107,0,30.07,82.2,48.3,4
108,0,29.87,73.2,59.4,8
109,0,29.83,84.2,65.4,10
110,0.45,29.88,84.4,61.8,6
111,0,29.99,77.8,54.7,3
112,0,30.01,75.1,52.6,4
113,0.1,30.17,57.2,46.3,5
114,0,30.12,70.4,45.1,5
115,0,29.97,71.9,57.1,6
116,0.47,29.9,61.5,53.2,7
117,0.01,29.86,67.4,53.6,2
118,0.02,29.85,75.9,50.4,4
119,0,29.95,72.1,52.4,4
120,0,29.89,82.1,53.7,4
121,0,29.94,77.9,53.5,4
122,0,29.95,81.2,54,3
123,0,29.96,82,63.6,5
124,0,29.87,83.8,62.1,5
125,0,29.8,96.6,68.9,5
126,0.15,29.88,89.5,68,5
127,0.12,29.92,85.3,66.3,6
128,0.05,29.86,88.6,70.8,5
129,0,29.91,86.2,68.2,4
130,0.01,29.9,76.4,66.9,2
131,0,29.8,89.1,65.1,4
132,0,29.86,89.9,75.7,7
133,0,29.96,90.1,71.5,3
134,0.45,30.08,76.4,68,1
135,0,30.13,88.4,66.8,2
136,0,30.03,78.2,64.1,2
137,0,29.92,83.9,60.5,2
138,0,29.92,88.9,63.3,3
139,0.73,29.96,94.4,68.6,3
140,0,30.15,78.9,61.4,3
141,0,30.11,76.9,59.4,1
142,0,30.01,83.7,61.5,2
143,0,29.96,85.7,66.7,3
144,0,29.95,86.6,67.6,4
145,0,29.98,84.8,65.5,3
146,0,30.03,88.2,64.9,3
147,0,30.03,85.1,70.8,3
148,0,29.98,88.3,66.9,3
149,0.01,29.92,91,68.4,3
150,0.02,29.92,86.7,66.2,2
151,0,29.9,91.6,66,2
152,0,29.89,91,70.4,3
153,0,29.88,91.9,70.6,3
154,0.17,29.85,92.6,65.4,3
155,0,29.88,88.4,64.9,2
156,1.41,29.93,87.4,64.2,3
157,0,29.92,89.5,68.3,1
158,0,29.86,91.6,66.1,1
159,0,29.82,93.7,68.8,2
160,0,29.81,96.9,69.5,2
161,0.01,29.73,93.4,73.9,6
162,0.44,29.78,98.7,71.4,3
163,0,29.87,86.9,69.5,5
164,0.08,29.82,76.7,67.7,4
165,0,29.72,89.7,73.9,2
166,0.01,29.72,96.1,73,4
167,0,29.8,95.7,68.2,6
168,0,29.82,96,74,4
169,0,29.74,91.1,71.5,3
170,0,29.77,100.2,73.2,5
171,0,29.75,98.2,80.9,5
172,0.12,29.79,92.6,77.8,6
173,0,29.86,90.9,76.6,6
174,0,29.91,92.4,75.5,5
175,0,29.85,99.3,75.2,6
176,0,29.82,102.4,80.2,5
177,0,29.82,101.8,80.7,4
178,0,29.81,103.7,79.8,5
179,0,29.84,100.3,78,6
180,0,29.89,102.7,81.5,5
181,0,29.92,99.5,80.6,5
182,0,29.91,88.2,78.4,3
183,0,29.92,92.8,72.9,2
184,0.02,29.9,101.9,72.9,4
185,0,29.95,96.7,71.9,5
186,0,29.97,99.4,78.7,4
187,0.32,29.96,98.9,76.4,4
188,0,29.89,96.5,76.6,4
189,0,29.86,98.6,78.9,4
190,0.43,29.87,88.8,73.7,4
191,0,29.92,94.6,74.5,4
192,0.1,29.93,95.3,73.9,6
193,0,29.81,104.4,80,6
194,0,29.79,103.4,81.8,6
195,0,29.82,101.5,83.4,6
196,0,29.89,102.3,81.6,4
197,0.45,30,85.4,75.2,4
198,0,29.94,105.5,74.8,4
199,0,29.91,108.2,82.8,6
200,0,29.95,106,81.4,5
201,0,29.97,104.2,82.9,4
202,0,29.93,102.6,81.5,3
203,0,29.97,94.4,75.5,3
204,0,30.01,98,68.7,2
205,0,30.05,102.8,73.9,3
206,0,30.03,105.2,76.9,4
207,0,30,103.4,80.6,4
208,0,29.97,102.9,55.4,3
209,0,29.99,102.8,80.4,2
210,0,30.01,104.4,80,2
211,0,30,105,76.4,2
212,0,29.97,107.6,79.3,2
213,0,29.96,107.4,80.8,3
214,0,29.93,108.1,81.7,3
215,0,29.89,107.1,84.3,3
216,0,29.84,107,83.7,3
217,0,29.85,108.1,85.3,3
218,0,29.88,105.3,84.7,4
219,0,29.89,102.5,84.5,4
220,0,29.85,100.9,84.1,4
221,0,29.72,105.2,82.1,5
222,0,29.72,106.2,83.5,3
223,0,29.76,107.8,83.8,5
224,0,29.83,107.8,82.4,4
225,0,29.85,108.2,83.4,4
226,0,29.96,100.6,79.7,3
227,0,30.06,96.2,75.3,2
228,0,29.98,96.9,66.1,2
229,0,29.83,110,73.4,3
230,0,29.83,111,79.2,2
231,0,29.88,109.3,81.2,2
232,0,29.95,109.9,81.8,3
233,0,29.98,106.5,80.3,4
234,0,29.96,103.6,80.2,3
235,0,29.96,104.4,81.1,2
236,0,29.92,107.3,83.8,2
237,0,29.87,109.7,80.9,2
238,0,29.83,110,83,1
239,0,29.81,101.5,83,3
240,0,29.85,96.9,76.2,3
241,0,29.89,99.4,72,2
242,0,29.85,99.5,75.1,2
243,0,29.85,100,70.8,2
244,0,29.96,98.8,74,4
245,0,29.98,99.3,69.4,2
246,0.02,29.89,103,74.9,3
247,0,29.78,101.8,79.8,4
248,0,29.8,104.4,79.6,5
249,0,29.88,105.8,81.3,2
250,0,29.84,109.5,78.5,2
251,0,29.82,110.9,80.9,3
252,0,29.96,97.9,75.5,4
253,0,30.03,94.1,69.5,3
254,0,29.98,90.6,72.2,3
255,0.01,29.98,84.6,69.8,2
256,0.08,29.92,83.1,69.3,1
257,0.05,29.91,75.6,69,2
258,0.01,29.95,83.2,67.8,2
259,0,29.97,88,67.6,2
260,0,29.98,87.5,67.6,1
261,0,29.97,96,63.3,2
262,0.06,29.86,96.1,71.9,4
263,0.08,29.83,92.7,70.3,5
264,0,29.92,96.9,74.9,4
265,0,29.88,98.2,76.6,4
266,0,29.8,100.9,77.3,5
267,0,29.75,101.2,76.6,4
268,0,29.96,93.8,71.6,3
269,0,30,96.2,68.3,2
270,0,29.94,97.7,70.3,2
271,0,29.9,99.2,70.9,2
272,0,29.92,96.5,73,3
273,0,30,96.2,71.2,2
274,0,30.05,94.9,67.8,2
275,0,30.02,93.4,67.9,2
276,0,29.93,91.7,68.6,3
277,0.74,29.84,95.6,69.2,4
278,0.19,29.96,82.6,68.3,2
279,0.02,30.11,88.4,63.1,2
280,0.01,30.28,72.1,54.3,3
281,0.01,30.11,80.4,48.9,2
282,0,29.86,89.6,59.9,3
283,0,29.79,85.6,64.5,3
284,0,29.69,77.6,64.6,5
285,0,29.64,76.4,62.8,5
286,0,29.82,79.3,63.6,4
287,0,30.13,69.9,53.5,2
288,0,30.24,68.4,50.5,3
289,0,30.28,66.7,45.6,1
290,0,30.13,74.5,44.4,1
291,0,29.94,81.4,53.8,4
292,0,29.96,86.1,53.6,1
293,0,29.89,94.2,59.9,1
294,0,29.87,90.9,61.2,1
295,0,29.88,85,63.7,2
296,0.01,29.9,78.7,70.2,4
297,1.17,29.91,73.3,70.1,4
298,1.35,29.95,79.5,67.8,4
299,1.66,29.91,81.6,67.7,3
300,0,30.01,88.1,63.4,4
301,2.62,30.03,63.5,56.4,2
302,0.15,30.14,56.4,39.2,4
303,0.51,30.38,50.3,35.7,4
304,0,30.43,60.6,33.9,2
305,0,30.46,56.2,32.5,2
306,0,30.33,64,35.4,3
307,0,30.2,72.3,44.2,4
308,0,30.15,74.2,54,3
309,0,30.06,81,59.3,4
310,0,29.9,82.5,63.1,5
311,0,29.83,84.8,62.8,5
312,0,29.81,85.7,67.6,4
313,0.26,30,72.1,51.7,4
314,0,30.19,61.1,50.6,3
315,0,30.25,65.7,51.2,3
316,0,30.31,64.9,49.5,1
317,0,30.35,65.3,48.6,1
318,0,30.24,70.1,50.9,1
319,0,30.18,72.3,47.3,1
320,0,30.05,61.4,51.2,3
321,0,29.97,60.6,56.7,2
322,0,30.07,70.4,52.3,1
323,0.21,29.84,65,54.1,4
324,0,29.75,75.3,53.6,5
325,0,30.21,57.7,44,5
326,0,30.24,60.5,38.4,1
327,0,30.08,63.7,40.9,3
328,0,30.19,63.2,40,1
329,0.15,30.13,61.8,40.7,3
330,0.01,30.24,50.9,33.7,4
331,0,30.4,53.9,29.9,1
332,0,30.37,62,36,2
333,0,30.15,64.4,42.7,3
334,0.2,29.79,62.3,53.3,3
335,0,29.91,58.3,42.9,3
336,0,29.96,65.2,39.9,2
337,0,29.95,71.8,39.5,3
338,0,30.16,62.2,42.6,2
339,0,30.29,68.7,40.3,1
340,0,30.35,63.6,42.3,3
341,0,30.02,69.2,47.7,6
342,0,29.75,77.3,61.4,6
343,0,30.03,65.2,44.5,5
344,0,30.32,52.7,34.5,3
345,0,30.21,63.7,33.3,2
346,0,30.36,63.4,38.4,2
347,0,30.47,61.5,43.5,5
348,0,30.41,62.5,43.1,5
349,0.68,30.21,57.6,45.4,4
350,0,30.2,57.7,39.8,2
351,0,30.09,68,36.3,1
352,0,30.25,62.3,40.4,3
353,0,30.25,58.1,35.4,4
354,0,30.22,65.9,45.5,5
355,0.98,30.24,60,55.3,4
356,0.2,30.16,67.5,55.3,3
357,0.28,30.04,63.1,59.3,4
358,1.46,29.82,65.2,46,5
359,0,30.07,49.9,34.8,4
360,0,30.02,55.5,31,3
361,0,30.07,49.9,36.8,4
362,0,30.19,47.2,34.6,3
363,0,30.21,54.4,32.1,4
364,0,30.15,63,34.4,3
365,0,30.1,62.5,37.5,2
